"State","Zip Code","Program","Participants"
"CA","92823","Au Pair","1"
"CA","92831","Au Pair","1"
"CA","92832","Au Pair","1"
"CA","92860","Au Pair","1"
"CA","92861","Au Pair","1"
"CA","92866","Au Pair","2"
"CA","92869","Au Pair","2"
"CA","92880","Au Pair","3"
"CA","92881","Au Pair","1"
"CA","92883","Au Pair","2"
"CA","92886","Au Pair","1"
"CA","92887","Au Pair","2"
"CA","93003","Au Pair","3"
"CA","93004","Au Pair","3"
"CA","93010","Au Pair","1"
"CA","93012","Au Pair","3"
"CA","93021","Au Pair","3"
"CA","93023","Au Pair","1"
"CA","93035","Au Pair","1"
"CA","93063","Au Pair","1"
"CA","93065","Au Pair","2"
"CA","93101","Au Pair","1"
"CA","93103","Au Pair","1"
"CA","93105","Au Pair","2"
"CA","93109","Au Pair","2"
"CA","93110","Au Pair","3"
"CA","93111","Au Pair","5"
"CA","93117","Au Pair","1"
"CA","93230","Au Pair","2"
"CA","93401","Au Pair","2"
"CA","93402","Au Pair","2"
"CA","93446","Au Pair","3"
"CA","93460","Au Pair","2"
"CA","93463","Au Pair","1"
"CA","93465","Au Pair","1"
"CA","93535","Au Pair","1"
"CA","93536","Au Pair","2"
"CA","93561","Au Pair","1"
"CA","93619","Au Pair","1"
"CA","93704","Au Pair","4"
"CA","93730","Au Pair","1"
"CA","93908","Au Pair","1"
"CA","93923","Au Pair","1"
"CA","93950","Au Pair","1"
"CA","93953","Au Pair","2"
"CA","94002","Au Pair","24"
"CA","94005","Au Pair","2"
"CA","94010","Au Pair","75"
"CA","94014","Au Pair","1"
"CA","94015","Au Pair","1"
"CA","94019","Au Pair","10"
"CA","94022","Au Pair","19"
"CA","94024","Au Pair","31"
"CA","94025","Au Pair","47"
"CA","94027","Au Pair","11"
"CA","94028","Au Pair","10"
"CA","94030","Au Pair","8"
"CA","94037","Au Pair","2"
"CA","94040","Au Pair","15"
"CA","94041","Au Pair","10"
"CA","94043","Au Pair","14"
"CA","94044","Au Pair","11"
"CA","94060","Au Pair","1"
"CA","94061","Au Pair","20"
"CA","94062","Au Pair","39"
"CA","94063","Au Pair","1"
"CA","94065","Au Pair","7"
"CA","94066","Au Pair","4"
"CA","94070","Au Pair","41"
"CA","94080","Au Pair","5"
"CA","94085","Au Pair","2"
"CA","94086","Au Pair","7"
"CA","94087","Au Pair","11"
"CA","94089","Au Pair","1"
"CA","94102","Au Pair","2"
"CA","94103","Au Pair","1"
"CA","94104","Au Pair","1"
"CA","94105","Au Pair","2"
"CA","94107","Au Pair","16"
"CA","94108","Au Pair","1"
"CA","94109","Au Pair","15"
"CA","94110","Au Pair","23"
"CA","94112","Au Pair","11"
"CA","94114","Au Pair","27"
"CA","94115","Au Pair","19"
"CA","94116","Au Pair","15"
"CA","94117","Au Pair","17"
"CA","94118","Au Pair","34"
"CA","94121","Au Pair","20"
"CA","94122","Au Pair","22"
"CA","94123","Au Pair","15"
"CA","94124","Au Pair","1"
"CA","94127","Au Pair","17"
"CA","94129","Au Pair","6"
"CA","94131","Au Pair","22"
"CA","94132","Au Pair","4"
"CA","94133","Au Pair","3"
"CA","94134","Au Pair","4"
"CA","94301","Au Pair","17"
"CA","94303","Au Pair","18"
"CA","94304","Au Pair","1"
"CA","94305","Au Pair","2"
"CA","94306","Au Pair","21"
"CA","94401","Au Pair","4"
"CA","94402","Au Pair","20"
"CA","94403","Au Pair","15"
"CA","94404","Au Pair","10"
"CA","94501","Au Pair","19"
"CA","94502","Au Pair","6"
"CA","94505","Au Pair","1"
"CA","94506","Au Pair","17"
"CA","94507","Au Pair","13"
"CA","94508","Au Pair","3"
"CA","94510","Au Pair","2"
"CA","94513","Au Pair","4"
"CA","94517","Au Pair","2"
"CA","94518","Au Pair","2"
"CA","94519","Au Pair","3"
"CA","94521","Au Pair","5"
"CA","94523","Au Pair","2"
"CA","94526","Au Pair","22"
"CA","94528","Au Pair","2"
"CA","94530","Au Pair","7"
"CA","94531","Au Pair","1"
"CA","94533","Au Pair","3"
"CA","94536","Au Pair","6"
"CA","94538","Au Pair","3"
"CA","94539","Au Pair","3"
"CA","94541","Au Pair","5"
"CA","94544","Au Pair","1"
"CA","94545","Au Pair","3"
"CA","94546","Au Pair","4"
"CA","94547","Au Pair","1"
"CA","94549","Au Pair","45"
"CA","94550","Au Pair","13"
"CA","94551","Au Pair","5"
"CA","94552","Au Pair","1"
"CA","94553","Au Pair","2"
"CA","94555","Au Pair","6"
"CA","94556","Au Pair","16"
"CA","94558","Au Pair","6"
"CA","94559","Au Pair","1"
"CA","94560","Au Pair","3"
"CA","94561","Au Pair","3"
"CA","94563","Au Pair","43"
"CA","94565","Au Pair","2"
"CA","94566","Au Pair","13"
"CA","94568","Au Pair","17"
"CA","94577","Au Pair","4"
"CA","94582","Au Pair","15"
"CA","94583","Au Pair","12"
"CA","94587","Au Pair","2"
"CA","94588","Au Pair","7"
"CA","94591","Au Pair","2"
"CA","94595","Au Pair","1"
"CA","94596","Au Pair","9"
"CA","94597","Au Pair","5"
"CA","94598","Au Pair","24"
"CA","94601","Au Pair","1"
"CA","94602","Au Pair","12"
"CA","94605","Au Pair","6"
"CA","94606","Au Pair","2"
"CA","94608","Au Pair","4"
"CA","94609","Au Pair","2"
"CA","94610","Au Pair","28"
"CA","94611","Au Pair","52"
"CA","94618","Au Pair","16"
"CA","94619","Au Pair","9"
"CA","94702","Au Pair","1"
"CA","94703","Au Pair","5"
"CA","94704","Au Pair","1"
"CA","94705","Au Pair","10"
"CA","94706","Au Pair","1"
"CA","94707","Au Pair","7"
"CA","94708","Au Pair","14"
"CA","94801","Au Pair","1"
"CA","94803","Au Pair","1"
"CA","94901","Au Pair","28"
"CA","94903","Au Pair","16"
"CA","94904","Au Pair","21"
"CA","94920","Au Pair","24"
"CA","94925","Au Pair","18"
"CA","94928","Au Pair","1"
"CA","94930","Au Pair","3"
"CA","94939","Au Pair","18"
"CA","94941","Au Pair","71"
"CA","94945","Au Pair","5"
"CA","94947","Au Pair","2"
"CA","94949","Au Pair","12"
"CA","94952","Au Pair","5"
"CA","94954","Au Pair","4"
"CA","94957","Au Pair","19"
"CA","94960","Au Pair","23"
"CA","94965","Au Pair","7"
"CA","95003","Au Pair","2"
"CA","95004","Au Pair","1"
"CA","95008","Au Pair","16"
"CA","95010","Au Pair","2"
"CA","95014","Au Pair","17"
"CA","95018","Au Pair","1"
"CA","95020","Au Pair","5"
"CA","95023","Au Pair","1"
"CA","95030","Au Pair","15"
"CA","95032","Au Pair","17"
"CA","95033","Au Pair","5"
"CA","95035","Au Pair","3"
"CA","95037","Au Pair","14"
"CA","95046","Au Pair","1"
"CA","95050","Au Pair","3"
"CA","95051","Au Pair","5"
"CA","95054","Au Pair","4"
"CA","95060","Au Pair","5"
"CA","95062","Au Pair","4"
"CA","95065","Au Pair","3"
"CA","95066","Au Pair","6"
"CA","95070","Au Pair","18"
"CA","95073","Au Pair","4"
"CA","95111","Au Pair","1"
"CA","95112","Au Pair","2"
"CA","95117","Au Pair","2"
"CA","95118","Au Pair","4"
"CA","95119","Au Pair","1"
"CA","95120","Au Pair","7"
"CA","95121","Au Pair","1"
"CA","95123","Au Pair","5"
"CA","95124","Au Pair","14"
"CA","95125","Au Pair","17"
"CA","95126","Au Pair","4"
"CA","95129","Au Pair","1"
"CA","95130","Au Pair","2"
"CA","95131","Au Pair","1"
"CA","95132","Au Pair","1"
"CA","95135","Au Pair","1"
"CA","95136","Au Pair","4"
"CA","95138","Au Pair","3"
"CA","95148","Au Pair","1"
"CA","95209","Au Pair","1"
"CA","95222","Au Pair","2"
"CA","95242","Au Pair","2"
"CA","95330","Au Pair","1"
"CA","95337","Au Pair","3"
"CA","95366","Au Pair","2"
"CA","95376","Au Pair","1"
"CA","95391","Au Pair","1"
"CA","95404","Au Pair","7"
"CA","95405","Au Pair","1"
"CA","95407","Au Pair","2"
"CA","95409","Au Pair","3"
"CA","95448","Au Pair","2"
"CA","95450","Au Pair","1"
"CA","95472","Au Pair","1"
"CA","95476","Au Pair","2"
"CA","95492","Au Pair","3"
"CA","95501","Au Pair","1"
"CA","95519","Au Pair","1"
"CA","95602","Au Pair","1"
"CA","95603","Au Pair","1"
"CA","95608","Au Pair","7"
"CA","95616","Au Pair","6"
"CA","95618","Au Pair","8"
"CA","95620","Au Pair","1"
"CA","95624","Au Pair","1"
"CA","95628","Au Pair","2"
"CA","95630","Au Pair","2"
"CA","95632","Au Pair","2"
"CA","95648","Au Pair","2"
"CA","95650","Au Pair","3"
"CA","95661","Au Pair","2"
"CA","95667","Au Pair","3"
"CA","95682","Au Pair","3"
"CA","95687","Au Pair","1"
"CA","95691","Au Pair","2"
"CA","95742","Au Pair","1"
"CA","95746","Au Pair","3"
"CA","95747","Au Pair","8"
"CA","95757","Au Pair","1"
"CA","95758","Au Pair","1"
"CA","95762","Au Pair","9"
"CA","95814","Au Pair","1"
"CA","95816","Au Pair","1"
"CA","95818","Au Pair","4"
"CA","95819","Au Pair","1"
"CA","95826","Au Pair","1"
"CA","95831","Au Pair","1"
"CA","95833","Au Pair","1"
"CA","95834","Au Pair","2"
"CA","95835","Au Pair","4"
"CA","95864","Au Pair","4"
"CA","95903","Au Pair","1"
"CA","95926","Au Pair","1"
"CA","95949","Au Pair","1"
"CA","96080","Au Pair","1"
"CA","96145","Au Pair","1"
"CA","96150","Au Pair","2"
"CA","96161","Au Pair","4"
"CA","90024","Camp Counselor","85"
"CA","90036","Camp Counselor","2"
"CA","90041","Camp Counselor","6"
"CA","90045","Camp Counselor","2"
"CA","90064","Camp Counselor","1"
"CA","90263","Camp Counselor","1"
"CA","90265","Camp Counselor","77"
"CA","90290","Camp Counselor","1"
"CA","90505","Camp Counselor","1"
"CA","90631","Camp Counselor","1"
"CA","90704","Camp Counselor","13"
"CA","90720","Camp Counselor","1"
"CA","90803","Camp Counselor","1"
"CA","90815","Camp Counselor","2"
"CA","91030","Camp Counselor","2"
"CA","91208","Camp Counselor","18"
"CA","91302","Camp Counselor","10"
"CA","91321","Camp Counselor","3"
"CA","91325","Camp Counselor","1"
"CA","91355","Camp Counselor","3"
"CA","91360","Camp Counselor","3"
"CA","91401","Camp Counselor","5"
"CA","91740","Camp Counselor","1"
"CA","91768","Camp Counselor","1"
"CA","91801","Camp Counselor","1"
"CA","91932","Camp Counselor","2"
"CA","92003","Camp Counselor","6"
"CA","92008","Camp Counselor","18"
"CA","92024","Camp Counselor","22"
"CA","92036","Camp Counselor","20"
"CA","92037","Camp Counselor","13"
"CA","92056","Camp Counselor","1"
"CA","92070","Camp Counselor","2"
"CA","92105","Camp Counselor","8"
"CA","92107","Camp Counselor","6"
"CA","92109","Camp Counselor","3"
"CA","92110","Camp Counselor","5"
"CA","92123","Camp Counselor","6"
"CA","92277","Camp Counselor","1"
"CA","92305","Camp Counselor","43"
"CA","92314","Camp Counselor","6"
"CA","92315","Camp Counselor","2"
"CA","92322","Camp Counselor","1"
"CA","92325","Camp Counselor","6"
"CA","92333","Camp Counselor","17"
"CA","92373","Camp Counselor","108"
"CA","92374","Camp Counselor","7"
"CA","92382","Camp Counselor","103"
"CA","92549","Camp Counselor","10"
"CA","92561","Camp Counselor","1"
"CA","92563","Camp Counselor","2"
"CA","92603","Camp Counselor","2"
"CA","92646","Camp Counselor","2"
"CA","92672","Camp Counselor","1"
"CA","93023","Camp Counselor","42"
"CA","93063","Camp Counselor","6"
"CA","93064","Camp Counselor","6"
"CA","93117","Camp Counselor","1"
"CA","93226","Camp Counselor","6"
"CA","93428","Camp Counselor","6"
"CA","93446","Camp Counselor","5"
"CA","93532","Camp Counselor","32"
"CA","93546","Camp Counselor","1"
"CA","93633","Camp Counselor","3"
"CA","93634","Camp Counselor","33"
"CA","93641","Camp Counselor","1"
"CA","93644","Camp Counselor","1"
"CA","93657","Camp Counselor","16"
"CA","93669","Camp Counselor","13"
"CA","94020","Camp Counselor","37"
"CA","94022","Camp Counselor","7"
"CA","94027","Camp Counselor","15"
"CA","94028","Camp Counselor","22"
"CA","94043","Camp Counselor","6"
"CA","94060","Camp Counselor","17"
"CA","94061","Camp Counselor","2"
"CA","94070","Camp Counselor","2"
"CA","94104","Camp Counselor","2"
"CA","94108","Camp Counselor","8"
"CA","94114","Camp Counselor","1"
"CA","94116","Camp Counselor","5"
"CA","94117","Camp Counselor","5"
"CA","94303","Camp Counselor","2"
"CA","94305","Camp Counselor","4"
"CA","94521","Camp Counselor","1"
"CA","94558","Camp Counselor","1"
"CA","94590","Camp Counselor","17"
"CA","94598","Camp Counselor","7"
"CA","94607","Camp Counselor","4"
"CA","94611","Camp Counselor","1"
"CA","94612","Camp Counselor","1"
"CA","94709","Camp Counselor","2"
"CA","94710","Camp Counselor","1"
"CA","94720","Camp Counselor","44"
"CA","94901","Camp Counselor","18"
"CA","94903","Camp Counselor","1"
"CA","94920","Camp Counselor","1"
"CA","94930","Camp Counselor","12"
"CA","94941","Camp Counselor","4"
"CA","95006","Camp Counselor","85"
"CA","95032","Camp Counselor","1"
"CA","95064","Camp Counselor","3"
"CA","95066","Camp Counselor","5"
"CA","95073","Camp Counselor","38"
"CA","95076","Camp Counselor","13"
"CA","95112","Camp Counselor","12"
"CA","95119","Camp Counselor","1"
"CA","95126","Camp Counselor","3"
"CA","95130","Camp Counselor","1"
"CA","95223","Camp Counselor","24"
"CA","95321","Camp Counselor","21"
"CA","95403","Camp Counselor","10"
"CA","95409","Camp Counselor","3"
"CA","95421","Camp Counselor","10"
"CA","95437","Camp Counselor","32"
"CA","95448","Camp Counselor","2"
"CA","95465","Camp Counselor","5"
"CA","95540","Camp Counselor","1"
"CA","95542","Camp Counselor","1"
"CA","95618","Camp Counselor","5"
"CA","95651","Camp Counselor","1"
"CA","95726","Camp Counselor","28"
"CA","95815","Camp Counselor","2"
"CA","95818","Camp Counselor","1"
"CA","95821","Camp Counselor","1"
"CA","95935","Camp Counselor","1"
"CA","95947","Camp Counselor","8"
"CA","95959","Camp Counselor","28"
"CA","96020","Camp Counselor","1"
"CA","96041","Camp Counselor","6"
"CA","96103","Camp Counselor","12"
"CA","96124","Camp Counselor","14"
"CA","96125","Camp Counselor","11"
"CA","96130","Camp Counselor","7"
"CA","96150","Camp Counselor","12"
"CA","90007","Government Visitor","10"
"CA","90010","Government Visitor","5"
"CA","92037","Government Visitor","3"
"CA","92105","Government Visitor","8"
"CA","92507","Government Visitor","1"
"CA","93648","Government Visitor","1"
"CA","93905","Government Visitor","1"
"CA","94025","Government Visitor","16"
"CA","94105","Government Visitor","22"
"CA","94108","Government Visitor","98"
"CA","94520","Government Visitor","5"
"CA","94521","Government Visitor","5"
"CA","94710","Government Visitor","7"
"CA","95192","Government Visitor","20"
"CA","95616","Government Visitor","27"
"CA","95814","Government Visitor","5"
"CA","90036","Intern","1"
"CA","90069","Intern","1"
"CA","92101","Intern","3"
"CA","92109","Intern","3"
"CA","92110","Intern","1"
"CA","92253","Intern","1"
"CA","92627","Intern","1"
"CA","94104","Intern","1"
"CA","94110","Intern","2"
"CA","94112","Intern","1"
"CA","94121","Intern","3"
"CA","94123","Intern","1"
"CA","94133","Intern","1"
"CA","94402","Intern","1"
"CA","94403","Intern","1"
"CA","94582","Intern","1"
"CA","94608","Intern","1"
"CA","94609","Intern","1"
"CA","94704","Intern","1"
"CA","94945","Intern","1"
"CA","90001","Intern","4"
"CA","90004","Intern","5"
"CA","90005","Intern","5"
"CA","90006","Intern","2"
"CA","90007","Intern","18"
"CA","90010","Intern","45"
"CA","90011","Intern","33"
"CA","90012","Intern","7"
"CA","90013","Intern","4"
"CA","90014","Intern","16"
"CA","90015","Intern","16"
"CA","90016","Intern","1"
"CA","90017","Intern","22"
"CA","90018","Intern","2"
"CA","90019","Intern","2"
"CA","90020","Intern","3"
"CA","90021","Intern","59"
"CA","90023","Intern","29"
"CA","90024","Intern","4"
"CA","90025","Intern","12"
"CA","90026","Intern","3"
"CA","90027","Intern","2"
"CA","90028","Intern","10"
"CA","90029","Intern","1"
"CA","90031","Intern","33"
"CA","90034","Intern","1"
"CA","90035","Intern","3"
"CA","90036","Intern","8"
"CA","90038","Intern","17"
"CA","90040","Intern","29"
"CA","90042","Intern","1"
"CA","90045","Intern","19"
"CA","90046","Intern","17"
"CA","90048","Intern","12"
"CA","90049","Intern","13"
"CA","90058","Intern","138"
"CA","90061","Intern","7"
"CA","90064","Intern","19"
"CA","90065","Intern","1"
"CA","90066","Intern","6"
"CA","90067","Intern","16"
"CA","90068","Intern","1"
"CA","90069","Intern","17"
"CA","90071","Intern","7"
"CA","90077","Intern","1"
"CA","90079","Intern","5"
"CA","90095","Intern","2"
"CA","90210","Intern","13"
"CA","90211","Intern","5"
"CA","90212","Intern","6"
"CA","90220","Intern","25"
"CA","90221","Intern","5"
"CA","90230","Intern","2"
"CA","90232","Intern","13"
"CA","90241","Intern","2"
"CA","90245","Intern","16"
"CA","90248","Intern","23"
"CA","90249","Intern","3"
"CA","90250","Intern","10"
"CA","90254","Intern","2"
"CA","90255","Intern","4"
"CA","90265","Intern","4"
"CA","90266","Intern","4"
"CA","90272","Intern","5"
"CA","90275","Intern","36"
"CA","90277","Intern","7"
"CA","90290","Intern","1"
"CA","90291","Intern","43"
"CA","90292","Intern","4"
"CA","90302","Intern","2"
"CA","90401","Intern","18"
"CA","90403","Intern","6"
"CA","90404","Intern","19"
"CA","90405","Intern","15"
"CA","90501","Intern","23"
"CA","90502","Intern","16"
"CA","90503","Intern","6"
"CA","90504","Intern","2"
"CA","90505","Intern","3"
"CA","90606","Intern","7"
"CA","90620","Intern","2"
"CA","90621","Intern","12"
"CA","90623","Intern","2"
"CA","90630","Intern","10"
"CA","90638","Intern","19"
"CA","90650","Intern","1"
"CA","90660","Intern","1"
"CA","90670","Intern","10"
"CA","90703","Intern","16"
"CA","90704","Intern","10"
"CA","90712","Intern","2"
"CA","90720","Intern","1"
"CA","90723","Intern","2"
"CA","90744","Intern","1"
"CA","90745","Intern","18"
"CA","90746","Intern","40"
"CA","90802","Intern","8"
"CA","90805","Intern","1"
"CA","90807","Intern","1"
"CA","90810","Intern","4"
"CA","91001","Intern","2"
"CA","91016","Intern","3"
"CA","91020","Intern","2"
"CA","91101","Intern","2"
"CA","91103","Intern","1"
"CA","91105","Intern","14"
"CA","91106","Intern","2"
"CA","91201","Intern","26"
"CA","91203","Intern","5"
"CA","91204","Intern","6"
"CA","91205","Intern","1"
"CA","91208","Intern","4"
"CA","91302","Intern","4"
"CA","91311","Intern","4"
"CA","91316","Intern","2"
"CA","91320","Intern","6"
"CA","91335","Intern","3"
"CA","91340","Intern","1"
"CA","91352","Intern","5"
"CA","91355","Intern","4"
"CA","91361","Intern","2"
"CA","91364","Intern","3"
"CA","91367","Intern","14"
"CA","91401","Intern","15"
"CA","91403","Intern","2"
"CA","91406","Intern","4"
"CA","91436","Intern","1"
"CA","91502","Intern","2"
"CA","91506","Intern","4"
"CA","91522","Intern","1"
"CA","91602","Intern","6"
"CA","91604","Intern","3"
"CA","91608","Intern","2"
"CA","91706","Intern","4"
"CA","91710","Intern","2"
"CA","91711","Intern","1"
"CA","91730","Intern","7"
"CA","91741","Intern","1"
"CA","91746","Intern","3"
"CA","91748","Intern","3"
"CA","91754","Intern","1"
"CA","91761","Intern","2"
"CA","91764","Intern","2"
"CA","91767","Intern","1"
"CA","91768","Intern","1"
"CA","91773","Intern","1"
"CA","91789","Intern","5"
"CA","91790","Intern","1"
"CA","91803","Intern","1"
"CA","91942","Intern","2"
"CA","91948","Intern","1"
"CA","91977","Intern","1"
"CA","92003","Intern","1"
"CA","92007","Intern","1"
"CA","92008","Intern","13"
"CA","92009","Intern","1"
"CA","92010","Intern","1"
"CA","92011","Intern","24"
"CA","92020","Intern","5"
"CA","92024","Intern","2"
"CA","92028","Intern","1"
"CA","92037","Intern","43"
"CA","92040","Intern","3"
"CA","92056","Intern","1"
"CA","92064","Intern","2"
"CA","92067","Intern","1"
